1000	8236009
2000	27767634
3000	62322133
4000	110784093
5000	176910842
6000	257816254
7000	354005720
8000	465499727
9000	592743341
10000	736239121
11000	893737196
12000	1066032537
13000	1254929262
14000	1460653835
15000	1683494047
16000	1914636094
17000	2166352557
18000	2431552901
19000	2715909731
20000	3021007311
